0	1	2
外院检查支原体阳性	5	[['外院', '检查支原体阳性', 4.47], ['外院检查', '支原体阳性', 14.28]]
月前起出现咳嗽咯黄	6	[['月前起出现咳嗽', '咯黄', 181.16], ['月前起出现', '咳嗽咯黄', 2307.69]]
月前起出现咳嗽咯黄	6	[['月前起出现咳嗽', '咯黄', 181.16], ['月前起出现', '咳嗽咯黄', 2307.69]]
四肢皮疹伴瘙痒半年	8	[['四肢皮疹伴瘙痒', '半年', 2.82], ['四肢', '皮疹伴瘙痒半年', 61.5]]
四肢皮疹伴瘙痒半年	8	[['四肢皮疹伴瘙痒', '半年', 2.82], ['四肢', '皮疹伴瘙痒半年', 61.5]]
无明显诱因出现头胀	21	[['无明显诱因出现', '头胀', 0.27], ['无明显诱因', '出现头胀', 55.49], ['无明显诱因出现头', '胀', 55.97]]
无明显诱因出现头胀	21	[['无明显诱因出现', '头胀', 0.27], ['无明显诱因', '出现头胀', 55.49], ['无明显诱因出现头', '胀', 55.97]]
无明显诱因出现头胀	21	[['无明显诱因出现', '头胀', 0.27], ['无明显诱因', '出现头胀', 55.49], ['无明显诱因出现头', '胀', 55.97]]
每次持续数分钟左右	8	[['每次持续数分钟', '左右', 13.68], ['每次', '持续数分钟左右', 82.39]]
每次持续数分钟左右	8	[['每次持续数分钟', '左右', 13.68], ['每次', '持续数分钟左右', 82.39]]
在当地医院住院治疗	10	[['在当地医院', '住院治疗', 95.31], ['在当地', '医院住院治疗', 1182.03]]
在当地医院住院治疗	10	[['在当地医院', '住院治疗', 95.31], ['在当地', '医院住院治疗', 1182.03]]
发现右下后牙自发性	10	[['发现', '右下后牙自发性', 4.82], ['发现右下后牙', '自发性', 264.55]]
发现右下后牙自发性	10	[['发现', '右下后牙自发性', 4.82], ['发现右下后牙', '自发性', 264.55]]
一直采用避孕套避孕	20	[['一直', '采用避孕套避孕', 101.75], ['一直采用', '避孕套避孕', 650.83]]
一直采用避孕套避孕	20	[['一直', '采用避孕套避孕', 101.75], ['一直采用', '避孕套避孕', 650.83]]
小腿起皮疹伴痒反复	13	[['小腿起皮疹伴痒', '反复', 9.56], ['小腿', '起皮疹伴痒反复', 188.52], ['小腿起皮疹伴', '痒反复', 1031.75]]
小腿起皮疹伴痒反复	13	[['小腿起皮疹伴痒', '反复', 9.56], ['小腿', '起皮疹伴痒反复', 188.52], ['小腿起皮疹伴', '痒反复', 1031.75]]
小腿起皮疹伴痒反复	13	[['小腿起皮疹伴痒', '反复', 9.56], ['小腿', '起皮疹伴痒反复', 188.52], ['小腿起皮疹伴', '痒反复', 1031.75]]
无明显诱因出现左下	8	[['无明显诱因出现', '左下', 0.37]]
既往有慢性支气管炎	8	[['既往', '有慢性支气管炎', 1.29], ['既往有', '慢性支气管炎', 1.55], ['既往有慢性', '支气管炎', 102.56]]
既往有慢性支气管炎	8	[['既往', '有慢性支气管炎', 1.29], ['既往有', '慢性支气管炎', 1.55], ['既往有慢性', '支气管炎', 102.56]]
既往有慢性支气管炎	8	[['既往', '有慢性支气管炎', 1.29], ['既往有', '慢性支气管炎', 1.55], ['既往有慢性', '支气管炎', 102.56]]
予以安胎治疗后好转	8	[['予以安胎治疗', '后好转', 201.21]]
孕期定期于我院产检	33	[['孕', '期定期于我院产检', 252.39]]
宫腔镜检查提示宫腔	6	[['宫腔镜检查提示', '宫腔', 57.64], ['宫腔镜检查', '提示宫腔', 185.53]]
宫腔镜检查提示宫腔	6	[['宫腔镜检查提示', '宫腔', 57.64], ['宫腔镜检查', '提示宫腔', 185.53]]
轻度三尖瓣关闭不全	14	[['轻度', '三尖瓣关闭不全', 47.22]]
出现阴道少许暗红色	5	[['出现', '阴道少许暗红色', 1.09], ['出现阴道少许', '暗红色', 122.31], ['出现阴道', '少许暗红色', 836.12]]
出现阴道少许暗红色	5	[['出现', '阴道少许暗红色', 1.09], ['出现阴道少许', '暗红色', 122.31], ['出现阴道', '少许暗红色', 836.12]]
出现阴道少许暗红色	5	[['出现', '阴道少许暗红色', 1.09], ['出现阴道少许', '暗红色', 122.31], ['出现阴道', '少许暗红色', 836.12]]
子宫输卵管造影提示	11	[['子宫', '输卵管造影提示', 2.02], ['子宫输卵管造影', '提示', 130.49]]
子宫输卵管造影提示	11	[['子宫', '输卵管造影提示', 2.02], ['子宫输卵管造影', '提示', 130.49]]
月外院查性激素提示	12	[['月', '外院查性激素提示', 13.16], ['月外院查性激素', '提示', 37.46]]
月外院查性激素提示	12	[['月', '外院查性激素提示', 13.16], ['月外院查性激素', '提示', 37.46]]
无明显诱因出现发现	5	[['无明显诱因出现', '发现', 0.01]]
中度三尖瓣关闭不全	11	[['中度', '三尖瓣关闭不全', 275.0]]
宫腔镜检查未见异常	9	[['宫腔镜检查', '未见异常', 2.02], ['宫腔镜', '检查未见异常', 26.19]]
宫腔镜检查未见异常	9	[['宫腔镜检查', '未见异常', 2.02], ['宫腔镜', '检查未见异常', 26.19]]
出现阴道褐色分泌物	5	[['出现', '阴道褐色分泌物', 2.18], ['出现阴道', '褐色分泌物', 350.63]]
出现阴道褐色分泌物	5	[['出现', '阴道褐色分泌物', 2.18], ['出现阴道', '褐色分泌物', 350.63]]
考虑乳腺癌改良根治	9	[['考虑', '乳腺癌改良根治', 72.29]]
类风湿性关节炎病史	5	[['类风湿性关节炎', '病史', 0.77], ['类', '风湿性关节炎病史', 155.71], ['类风湿', '性关节炎病史', 355.37]]
类风湿性关节炎病史	5	[['类风湿性关节炎', '病史', 0.77], ['类', '风湿性关节炎病史', 155.71], ['类风湿', '性关节炎病史', 355.37]]
类风湿性关节炎病史	5	[['类风湿性关节炎', '病史', 0.77], ['类', '风湿性关节炎病史', 155.71], ['类风湿', '性关节炎病史', 355.37]]
近日阴道分泌物不多	6	[['近日', '阴道分泌物不多', 3.02]]
长期使用舒利迭治疗	6	[['长期使用舒利迭', '治疗', 4.97]]
不能缓解而来院诊治	30	-
小时前突然出现头痛	9	[['小时前突然出现', '头痛', 0.4], ['小时前', '突然出现头痛', 21.81], ['小时前突然', '出现头痛', 36.23]]
小时前突然出现头痛	9	[['小时前突然出现', '头痛', 0.4], ['小时前', '突然出现头痛', 21.81], ['小时前突然', '出现头痛', 36.23]]
小时前突然出现头痛	9	[['小时前突然出现', '头痛', 0.4], ['小时前', '突然出现头痛', 21.81], ['小时前突然', '出现头痛', 36.23]]
患者数天前出现右下	7	[['患者数天前出现', '右下', 330.19]]
逐渐加重的面色苍白	12	-
反复出现上腹部胀痛	6	[['反复', '出现上腹部胀痛', 0.45], ['反复出现', '上腹部胀痛', 6.61], ['反复出现上腹', '部胀痛', 588.24]]
反复出现上腹部胀痛	6	[['反复', '出现上腹部胀痛', 0.45], ['反复出现', '上腹部胀痛', 6.61], ['反复出现上腹', '部胀痛', 588.24]]
反复出现上腹部胀痛	6	[['反复', '出现上腹部胀痛', 0.45], ['反复出现', '上腹部胀痛', 6.61], ['反复出现上腹', '部胀痛', 588.24]]
精液检查提示弱精症	13	[['精液检查提示', '弱精症', 285.09], ['精液检查', '提示弱精症', 1205.94]]
精液检查提示弱精症	13	[['精液检查提示', '弱精症', 285.09], ['精液检查', '提示弱精症', 1205.94]]
绒毛染色体检查正常	9	[['绒毛染色体检查', '正常', 12.16], ['绒毛染色体', '检查正常', 164.35], ['绒毛', '染色体检查正常', 3214.29]]
绒毛染色体检查正常	9	[['绒毛染色体检查', '正常', 12.16], ['绒毛染色体', '检查正常', 164.35], ['绒毛', '染色体检查正常', 3214.29]]
绒毛染色体检查正常	9	[['绒毛染色体检查', '正常', 12.16], ['绒毛染色体', '检查正常', 164.35], ['绒毛', '染色体检查正常', 3214.29]]
诱因出现右腰腿疼痛	5	-
后出现右侧肢体乏力	6	[['后', '出现右侧肢体乏力', 0.95], ['后出现', '右侧肢体乏力', 1.97]]
后出现右侧肢体乏力	6	[['后', '出现右侧肢体乏力', 0.95], ['后出现', '右侧肢体乏力', 1.97]]
患者于昨晚出现腹痛	5	[['患者于昨晚出现', '腹痛', 3.78], ['患者于昨晚', '出现腹痛', 9.72], ['患者于', '昨晚出现腹痛', 31.81]]
患者于昨晚出现腹痛	5	[['患者于昨晚出现', '腹痛', 3.78], ['患者于昨晚', '出现腹痛', 9.72], ['患者于', '昨晚出现腹痛', 31.81]]
患者于昨晚出现腹痛	5	[['患者于昨晚出现', '腹痛', 3.78], ['患者于昨晚', '出现腹痛', 9.72], ['患者于', '昨晚出现腹痛', 31.81]]
在我院行输卵管造影	6	[['在我院行', '输卵管造影', 38.08], ['在', '我院行输卵管造影', 39.47], ['在我院', '行输卵管造影', 113.87]]
在我院行输卵管造影	6	[['在我院行', '输卵管造影', 38.08], ['在', '我院行输卵管造影', 39.47], ['在我院', '行输卵管造影', 113.87]]
在我院行输卵管造影	6	[['在我院行', '输卵管造影', 38.08], ['在', '我院行输卵管造影', 39.47], ['在我院', '行输卵管造影', 113.87]]
腹股沟起皮疹伴瘙痒	33	[['腹股沟起皮疹', '伴瘙痒', 48.52], ['腹股沟', '起皮疹伴瘙痒', 114.87]]
腹股沟起皮疹伴瘙痒	33	[['腹股沟起皮疹', '伴瘙痒', 48.52], ['腹股沟', '起皮疹伴瘙痒', 114.87]]
半天前开始出现发热	9	[['半天前开始出现', '发热', 1.32], ['半天前', '开始出现发热', 3.99], ['半天前开始', '出现发热', 10.79], ['半天', '前开始出现发热', 40.04], ['半', '天前开始出现发热', 56.93]]
半天前开始出现发热	9	[['半天前开始出现', '发热', 1.32], ['半天前', '开始出现发热', 3.99], ['半天前开始', '出现发热', 10.79], ['半天', '前开始出现发热', 40.04], ['半', '天前开始出现发热', 56.93]]
半天前开始出现发热	9	[['半天前开始出现', '发热', 1.32], ['半天前', '开始出现发热', 3.99], ['半天前开始', '出现发热', 10.79], ['半天', '前开始出现发热', 40.04], ['半', '天前开始出现发热', 56.93]]
半天前开始出现发热	9	[['半天前开始出现', '发热', 1.32], ['半天前', '开始出现发热', 3.99], ['半天前开始', '出现发热', 10.79], ['半天', '前开始出现发热', 40.04], ['半', '天前开始出现发热', 56.93]]
半天前开始出现发热	9	[['半天前开始出现', '发热', 1.32], ['半天前', '开始出现发热', 3.99], ['半天前开始', '出现发热', 10.79], ['半天', '前开始出现发热', 40.04], ['半', '天前开始出现发热', 56.93]]
诱因出现右腕背肿痛	6	-
既往有慢性胃炎病史	7	[['既往有', '慢性胃炎病史', 2.44], ['既往有慢性胃炎', '病史', 2.79], ['既往有慢性', '胃炎病史', 173.91]]
既往有慢性胃炎病史	7	[['既往有', '慢性胃炎病史', 2.44], ['既往有慢性胃炎', '病史', 2.79], ['既往有慢性', '胃炎病史', 173.91]]
既往有慢性胃炎病史	7	[['既往有', '慢性胃炎病史', 2.44], ['既往有慢性胃炎', '病史', 2.79], ['既往有慢性', '胃炎病史', 173.91]]
分泌物呈黄色豆渣样	12	[['分泌物呈黄色', '豆渣样', 614.75]]
月前起反复出现头晕	7	[['月前起反复出现', '头晕', 6.64]]
长期注射胰岛素治疗	6	[['长期注射胰岛素', '治疗', 14.08], ['长期', '注射胰岛素治疗', 206.9]]
长期注射胰岛素治疗	6	[['长期注射胰岛素', '治疗', 14.08], ['长期', '注射胰岛素治疗', 206.9]]
左下后牙充填体脱落	10	[['左下后牙', '充填体脱落', 74.47]]
患者半小时前感头晕	6	[['患者半小时前', '感头晕', 3.86], ['患者半小时', '前感头晕', 294.12], ['患者半', '小时前感头晕', 496.28]]
患者半小时前感头晕	6	[['患者半小时前', '感头晕', 3.86], ['患者半小时', '前感头晕', 294.12], ['患者半', '小时前感头晕', 496.28]]
患者半小时前感头晕	6	[['患者半小时前', '感头晕', 3.86], ['患者半小时', '前感头晕', 294.12], ['患者半', '小时前感头晕', 496.28]]
双足起皮疹伴痒数年	7	[['双足起皮疹伴痒', '数年', 135.98], ['双足', '起皮疹伴痒数年', 1068.7]]
双足起皮疹伴痒数年	7	[['双足起皮疹伴痒', '数年', 135.98], ['双足', '起皮疹伴痒数年', 1068.7]]
诱因出现右足跟疼痛	8	-
受凉后开始出现咳嗽	7	[['受凉后开始出现', '咳嗽', 0.46], ['受凉后', '开始出现咳嗽', 49.43], ['受凉后开始', '出现咳嗽', 120.69], ['受凉', '后开始出现咳嗽', 148.43]]
受凉后开始出现咳嗽	7	[['受凉后开始出现', '咳嗽', 0.46], ['受凉后', '开始出现咳嗽', 49.43], ['受凉后开始', '出现咳嗽', 120.69], ['受凉', '后开始出现咳嗽', 148.43]]
受凉后开始出现咳嗽	7	[['受凉后开始出现', '咳嗽', 0.46], ['受凉后', '开始出现咳嗽', 49.43], ['受凉后开始', '出现咳嗽', 120.69], ['受凉', '后开始出现咳嗽', 148.43]]
受凉后开始出现咳嗽	7	[['受凉后开始出现', '咳嗽', 0.46], ['受凉后', '开始出现咳嗽', 49.43], ['受凉后开始', '出现咳嗽', 120.69], ['受凉', '后开始出现咳嗽', 148.43]]
患者自觉颈肩部疼痛	6	[['患者自觉', '颈肩部疼痛', 9.18]]
右上后牙充填体脱落	10	[['右上后牙', '充填体脱落', 92.9]]
精索静脉曲张手术史	6	[['精索静脉曲张手术', '史', 3.9], ['精索静脉曲张', '手术史', 23.68]]
精索静脉曲张手术史	6	[['精索静脉曲张手术', '史', 3.9], ['精索静脉曲张', '手术史', 23.68]]
子宫内膜息肉摘除术	25	[['子宫内膜', '息肉摘除术', 167.31], ['子宫', '内膜息肉摘除术', 170.0], ['子宫内膜息肉摘除', '术', 277.07], ['子宫内膜息肉', '摘除术', 571.56]]
子宫内膜息肉摘除术	25	[['子宫内膜', '息肉摘除术', 167.31], ['子宫', '内膜息肉摘除术', 170.0], ['子宫内膜息肉摘除', '术', 277.07], ['子宫内膜息肉', '摘除术', 571.56]]
子宫内膜息肉摘除术	25	[['子宫内膜', '息肉摘除术', 167.31], ['子宫', '内膜息肉摘除术', 170.0], ['子宫内膜息肉摘除', '术', 277.07], ['子宫内膜息肉', '摘除术', 571.56]]
子宫内膜息肉摘除术	25	[['子宫内膜', '息肉摘除术', 167.31], ['子宫', '内膜息肉摘除术', 170.0], ['子宫内膜息肉摘除', '术', 277.07], ['子宫内膜息肉', '摘除术', 571.56]]
受凉后开始出现畏寒	12	[['受凉后开始出现', '畏寒', 3.16], ['受凉后', '开始出现畏寒', 403.36], ['受凉后开始', '出现畏寒', 663.72]]
受凉后开始出现畏寒	12	[['受凉后开始出现', '畏寒', 3.16], ['受凉后', '开始出现畏寒', 403.36], ['受凉后开始', '出现畏寒', 663.72]]
受凉后开始出现畏寒	12	[['受凉后开始出现', '畏寒', 3.16], ['受凉后', '开始出现畏寒', 403.36], ['受凉后开始', '出现畏寒', 663.72]]
无明显诱因觉剑突下	6	[['无明显诱因觉', '剑突下', 5.94]]
在我院行胚胎移植术	6	[['在我院', '行胚胎移植术', 178.94], ['在我院行', '胚胎移植术', 371.29]]
在我院行胚胎移植术	6	[['在我院', '行胚胎移植术', 178.94], ['在我院行', '胚胎移植术', 371.29]]
患者昨晚起出现发热	11	[['患者', '昨晚起出现发热', 2.38], ['患者昨晚起出现', '发热', 2.53], ['患者昨晚', '起出现发热', 126.38], ['患者昨', '晚起出现发热', 5913.98]]
患者昨晚起出现发热	11	[['患者', '昨晚起出现发热', 2.38], ['患者昨晚起出现', '发热', 2.53], ['患者昨晚', '起出现发热', 126.38], ['患者昨', '晚起出现发热', 5913.98]]
患者昨晚起出现发热	11	[['患者', '昨晚起出现发热', 2.38], ['患者昨晚起出现', '发热', 2.53], ['患者昨晚', '起出现发热', 126.38], ['患者昨', '晚起出现发热', 5913.98]]
患者昨晚起出现发热	11	[['患者', '昨晚起出现发热', 2.38], ['患者昨晚起出现', '发热', 2.53], ['患者昨晚', '起出现发热', 126.38], ['患者昨', '晚起出现发热', 5913.98]]
左侧输卵管伞端粘连	13	[['左侧输卵管', '伞端粘连', 258.04], ['左侧输卵管伞端', '粘连', 376.38]]
左侧输卵管伞端粘连	13	[['左侧输卵管', '伞端粘连', 258.04], ['左侧输卵管伞端', '粘连', 376.38]]
曾在我院住院诊断为	5	[['曾', '在我院住院诊断为', 8.45], ['曾在我院住院', '诊断为', 20.93], ['曾在我院', '住院诊断为', 426.26]]
曾在我院住院诊断为	5	[['曾', '在我院住院诊断为', 8.45], ['曾在我院住院', '诊断为', 20.93], ['曾在我院', '住院诊断为', 426.26]]
曾在我院住院诊断为	5	[['曾', '在我院住院诊断为', 8.45], ['曾在我院住院', '诊断为', 20.93], ['曾在我院', '住院诊断为', 426.26]]
不慎跌倒致头部受伤	19	[['不慎跌倒致头部', '受伤', 969.39], ['不慎跌倒', '致头部受伤', 1069.82], ['不慎', '跌倒致头部受伤', 1659.39], ['不慎跌倒致', '头部受伤', 3298.61]]
不慎跌倒致头部受伤	19	[['不慎跌倒致头部', '受伤', 969.39], ['不慎跌倒', '致头部受伤', 1069.82], ['不慎', '跌倒致头部受伤', 1659.39], ['不慎跌倒致', '头部受伤', 3298.61]]
不慎跌倒致头部受伤	19	[['不慎跌倒致头部', '受伤', 969.39], ['不慎跌倒', '致头部受伤', 1069.82], ['不慎', '跌倒致头部受伤', 1659.39], ['不慎跌倒致', '头部受伤', 3298.61]]
不慎跌倒致头部受伤	19	[['不慎跌倒致头部', '受伤', 969.39], ['不慎跌倒', '致头部受伤', 1069.82], ['不慎', '跌倒致头部受伤', 1659.39], ['不慎跌倒致', '头部受伤', 3298.61]]
