keys,values
口腔医院第一门诊部,5
宁都县洛,5
沂蒙,5
县邬阳,5
营山县东升镇桂花村卫生室,5
区于,5
合川区钓鱼城街道,5
双庙乡马,5
沙戈,5
上海路,5
牟,5
水牛,5
友中医诊所,5
安塞县招安,5
远志,5
第三分所,5
市精神病防治,5
李庄村卫生所,5
冶西,5
青岛国风,5
家河乡,5
钦州市,5
承德市双桥区双峰寺镇,5
永州市零陵区石岩头镇,5
天桥区泺口,5
崖村卫生室,5
和堂医药有限公司,5
胡庆余,5
滩村第一卫生室,5
岗上积镇,5
现龙,5
镇东岗村卫生室,5
二道河子村卫生所,5
张建华诊所,5
李红,5
县落卜镇,5
长虹,5
屯村第二卫生所,5
营山县带河乡,5
河坝子镇,5
水尾镇,5
农权村,5
祥顺,5
长征街道,5
罗江县,5
高阳县小王果庄乡于堤村,5
坝社区,5
周艳,5
东关村,5
东坑,5
县杜鹃街道牌庄,5
饶河县,5
资阳市雁江区碑记镇,5
容城县大河镇,5
重庆桐君阁大药房连锁有限责任公司,5
乡栀子村卫生室,5
大兴镇,5
君西医内科诊所,5
坡村第一卫生室,5
迎新,5
海宁市长安,5
平泉市北,5
光亚,5
林村卫生,5
房身,5
县偕乐,5
蒲江县,5
泰康门诊部,5
何兴,5
恒康,5
市浈江区,5
驻操营镇,5
白岩,5
陇东,5
卫生院便民,5
蓬溪县群利,5
友谊村,5
季,5
城市洮北,5
一卫生站,5
孔祥,5
易县裴山镇东,5
区蒲,5
镇六灶社区,5
三槐路,5
凤翔县柳林镇,5
戒毒所,5
长沙县,5
大唐,5
镇孔,5
沟行政村卫生室,5
县龙江,5
天津市滨海新区大港,5
社区刘,5
麻城市铁,5
兴旺,5
县雄狮乡,5
皇路店镇,5
黑龙江省八五三农场第二,5
四维,5
碧江,5
贵定,5
西充县晋城镇,5
乡焦,5
梅硐镇,5
团马村卫生室,5
庄联合,5
尧都区大,5
医药商场,5
军粮城街,5
西两洼乡,5
流芳,5
第一门诊,5
覃怀,5
南京市雨花台,5
腾飞,5
乡哈,5
和堂,5
乡辛,5
梅林,5
配龙镇,5
敖阳,5
柳树,5
南郑县法,5
杖子村卫生所,5
永成,5
保德县,5
土们岭街道,5
辽源市,5
田坝村,5
兰旗卡伦乡,5
山市浑江区,5
范家寨镇,5
李洪,5
诸暨市五泄镇,5
贵定县,5
湖里,5
普集,5
镇七里村卫生站,5
吴起县,5
镇东关,5
胶州市胶西,5
龙观村卫生室,5
重庆市万家燕,5
庙岭村卫生室,5
河村第三卫生室,5
老城区,5
医疗管理连锁有限责任公司,5
县大堡头镇,5
通江县沙溪镇,5
龙洞村卫生室,5
统景,5
灯塔,5
市万全区,5
毛庄村卫生室,5
都区,5
东风长青,5
镇长虹,5
区双凤,5
水泉,5
预防保健站,5
东风友谊村,5
伟口腔诊所,5
乡段家庄村卫生室,5
林州市龙山区其林,5
岗村,5
市塞北,5
金殿镇,5
县龙山镇,5
流水,5
第五作业站,5
薛店镇,5
县素朴镇,5
武平县永平,5
沂源县石桥镇,5
安远,5
靖城,5
奉,5
芝西医内科诊所,5
镇严,5
柯桥街道,5
田坪村,5
湘店镇,5
三家村第二卫生室,5
观堂,5
霞口镇,5
武陟县圪垱店乡,5
恰特喀勒乡,5
陈义,5
卢峰镇,5
成都高,5
凤云,5
泽国,5
上庄村卫生室,5
区万宝镇,5
王洪,5
来福,5
前郭尔罗斯蒙古族自治县,5
县白石,5
丰宁,5
田阳县百育,5
武汉经济技术开发区,5
瀍河回族乡,5
耀华,5
盲人,5
坂村卫生所,5
安居区磨溪镇,5
市涌山镇,5
安居区石洞镇,5
宏桥乡,5
镇远县青,5
靖州苗族侗族自治县,5
丰产,5
麻城经济开发区,5
韶山市,5
梅田镇麻田村卫生室,5
韩庄村卫生室,5
南通市第二人民医院,5
乐山市五通桥区,5
张宝,5
塘街道社区卫生服务中心,5
街道文昌,5
镇横,5
黄冈市黄,5
镇狮子,5
水沟,5
碑,5
坡头村卫生室,5
树村,5
洛碛镇,5
阳逻街,5
榆树村卫生室,5
雅口腔诊所,5
尚庄,5
朱庄,5
温州市瓯海潘桥,5
柳沟村卫生室,5
赣,5
桐岭镇新,5
西两洼乡东,5
镇八里,5
丹棱县杨场镇,5
垭,5
鲁山,5
鱼台县唐,5
市七里乡,5
区鸿顺,5
路街社区卫生服务中心,5
茄子河,5
桥梁村卫生室,5
安县杏花,5
盐店,5
伍新,5
镇远县金,5
王家庄村卫生室,5
度,5
广阳区尖塔,5
县城关,5
清泉村,5
洞尾村卫生室,5
安居区拦江,5
永州市冷水滩,5
区精神,5
家河,5
市朝阳,5
覃塘镇,5
桓台,5
曲阳县孝墓乡,5
潮阳,5
普益,5
晓光,5
邢台县白岸乡,5
区寸滩,5
高庄村卫生所,5
赵金,5
灵山县,5
镇远县羊场镇,5
国光,5
裴石,5
围场满族蒙古族自治县三义,5
重庆市綦江区石角镇,5
芦山,5
慧康诊所,5
夕阳,5
镇八一,5
李强中医诊所,5
九台市龙,5
张家坡镇,5
巴南区,5
西郝,5
兴市,5
李元,5
成中西医结合诊所,5
流坡坞镇,5
仙游,5
阳朔县白沙镇白沙,5
嘉隆,5
杏林中医诊所,5
围场满族蒙古族自治县下伙房,5
娄底市娄星,5
金泉,5
荣中西医结合诊所,5
赤溪村卫生,5
唐闸,5
景县梁集乡,5
阿坝,5
道河乡,5
洛源,5
溪村第二卫生室,5
金川县,5
资源县,5
李亲顾镇,5
广惠,5
徐营镇,5
阳驿,5
归,5
花梨,5
武平县大禾,5
酉阳土家族苗族自治县桃花源,5
守善,5
贵州省,5
于长,5
首钢水,5
华中医综合诊所,5
冯川镇,5
阜宁县,5
灵源,5
刘志,5
宜春,5
枣林办,5
介休,5
元中,5
寨子村,5
惠水县,5
十六里河街道办事处大,5
天津市北辰区双,5
金麦社区,5
崇义县横水镇横水,5
一诺,5
通河县三,5
马庄村第二卫生室,5
高安市黄沙镇黄沙,5
海军,5
上栗县上栗,5
市红,5
李坊乡,5
双庙乡狮子,5
坎门,5
新宅,5
甸子镇,5
江津区石蟆镇郭坪村,5
学礼中医诊所,5
陶堰镇,5
稻香,5
西峡,5
西堤,5
长春汽车经济技术开发区,5
昌市人民总医院,5
龙门畈乡,5
杰兴镇,5
余干县玉亭镇,5
长沙药店有限责任公司,5
国中西医结合诊所,5
卢家村卫生室,5
跃进村,5
镇岷江,5
寨村卫生室1,5
黛溪,5
龙镇芋子,5
王敏口腔诊所,5
柳河县亨通,5
湾社区,5
城关区皋兰路街道,5
南郊区鸦儿崖乡,5
义兴乡,5
遵义市播州区鸭溪镇,5
剑阁县东,5
东沽港镇,5
深圳市龙华,5
社区卫生室5,5
木垒县,5
镇石笋山村,5
承德县三,5
文武砂镇,5
湖熟街道社区卫生服务中心,5
镇石河村卫生室,5
上虞区百官,5
镇曹,5
县马厂镇杨官店,5
花桥街,5
乐响,5
湖街,5
双辽市那木乡,5
南鲁山镇,5
炉,5
柯桥区杨汛桥镇,5
围场满族蒙古族自治县棋盘山镇,5
邵阳县小溪,5
城关区火车站,5
鸿运,5
平等,5
渭源,5
郴州市北,5
泉街道,5
开发区大,5
嘉禾县石桥镇,5
区跳磴镇,5
仙鹤观,5
余干,5
高新技术产业开发区九州,5
金溪,5
县老沙湾镇,5
洪山街社区卫生服务中心,5
街道办事处孙家庄,5
为康诊所,5
公寓,5
复盛镇,5
南昌经济技术开发区,5
瑞安市,5
贺家,5
吕王,5
竹山,5
镇高家村卫生室,5
进德,5
镇三都,5
县楚江,5
信息咨询有限公司,5
村卫生站5,5
高密市姜庄镇,5
重庆市大足区石马,5
中医院第二门诊,5
坪镇松,5
市历城区王舍人,5
平桥村卫生站,5
区颛桥社区卫生服务中心,5
唐山市丰南区钱营镇,5
金沙县沙土,5
新集镇新集,5
美容整形外科诊所,5
雄县龙湾镇张,5
家村卫生计生服务室,5
雅康口腔门诊部,5
叙州区蕨溪镇,5
江津区珞璜镇马宗社区,5
垭村卫生站,5
内埠镇,5
世纪城,5
卢家,5
城关街道办曹营,5
县城南街道,5
应,5
乡李家庄村卫生室,5
宝顶,5
喜捷镇,5
旅游,5
胶州市第三人民医院,5
忠县永丰,5
卫生院附设,5
口腔医院管理有限公司,5
临夏县麻尼寺沟乡,5
白庙村卫生室,5
滩盘,5
武夷山市,5
大附,5
厚丰,5
县册,5
南昌经济技术开发区蛟桥镇,5
承德县上谷,5
雅尔塞,5
沟村第二卫生所,5
德成,5
会昌县城,5
中医门诊部有限责任公司,5
西洋镇,5
绥芬河,5
观山湖区朱昌,5
鑫康诊所,5
汾,5
河北街道,5
西关社区卫生服务站,5
圩社区卫生服务站,5
镇张家,5
天井村卫生站,5
长岭镇,5
集贤镇,5
定州,5
团山村卫生站,5
郫筒镇,5
上海崇明,5
百里杜鹃普底乡,5
湖熟街道,5
县凤凰,5
竹沟镇,5
大学门诊部,5
石桥社区卫生服务站,5
营儿,5
两当县城关镇,5
布隆,5
华正眼科,5
第六作业站,5
贡,5
区豹澥镇新,5
宁波市江北,5
镇王家,5
横县峦城镇峦城社区,5
马店镇,5
天下,5
平价诊所,5
奎聚街道,5
仁里镇,5
管理委员会,5
武冈市稠树塘镇,5
汀罗,5
市长发,5
高塘岭街道,5
大冶市第三人民医院,5
杜家,5
遵义市播州区尚嵇镇,5
塔峰镇,5
乐山市金,5
木吉,5
普定县白岩,5
星范,5
东辽县白,5
艳西医内科诊所,5
鹤源,5
第六卫生所,5
镇永胜村卫生室,5
县大王,5
黎平,5
雅康口腔诊所,5
康维,5
黄塘,5
斌诊所,5
理工大学附属医院,5
周至县终南,5
新余市渝水,5
水落坡镇,5
开滦,5
新区黄楼社区卫生服务中心,5
青岛市黄岛区隐珠街道,5
泰宁,5
郫县犀浦,5
何氏眼科,5
柴沟堡镇,5
三家子乡,5
电厂卫生所,5
金华西医内科诊所,5
县马厂镇,5
龙泉驿区黄土,5
镇王官营村卫生室,5
镇陈家庄村卫生室,5
昌吉回族自治,5
健康门诊部,5
简阳简城东城,5
茅坪回族,5
汉唐,5
潢川县,5
双庙乡双,5
关镇东,5
陈营,5
镇葛,5
天马,5
村第二卫生计生服务室,5
西坑,5
松桃,5
永久,5
乐至县双河场乡冷家坝村卫生,5
高密市阚家,5
埠村,5
前进社区卫生服务中心,5
镇段庄村卫生室,5
路居委会,5
土官,5
镇枫木,5
镇亢西,5
郑州煤炭工业,5
忠信,5
镇五台,5
顺平县蒲上,5
兴街道社区卫生服务中心,5
仙人,5
龙镇东,5
玉潭镇,5
临汾市,5
魏县东代固乡,5
元光,5
同仁眼科,5
柴河,5
工程学院,5
忠县双桂,5
精河县茫丁,5
简阳市五星乡,5
乐港镇,5
镇李家沟村卫生室,5
平朗乡,5
堡街道,5
康中西医结合诊所,5
西陵寺镇,5
濮阳,5
镇桂,5
达州市达川区赵家,5
镇小桥村卫生站,5
丰财街道,5
维吾尔,5
林村第一卫生室,5
康雅口腔诊所,5
天府矿务局职工总医院,5
高安市相城镇,5
明仁,5
次,5
户撒乡,5
陈庄镇,5
阳市画水镇,5
西和县石峡镇,5
应城市血防医院,5
桥东街道办事处,5
河渠,5
多宝,5
福祥诊所,5
武义县白洋街道,5
甘泉社区卫生服务中心,5
健康体检,5
平岗镇,5
街道办事处五,5
涞水县东,5
平价大药房中医坐堂医诊所,5
盘谷,5
范庄村卫生所,5
南宫市垂杨,5
繁昌县横山,5
大营,5
博白县沙河镇白石,5
县突泉镇,5
潭溪镇,5
巴图,5
广济医院,5
水塘村卫生室,5
韩美医疗美容门诊部,5
成都武侯寇小儿,5
互助县加定,5
巩义市,5
哈巴河县萨尔布拉克,5
宿城区双,5
皮肤病门诊部,5
河县阿热勒乡,5
山煤电,5
邢台县晏家屯镇东,5
丽人妇科,5
龙溪村卫生,5
埠村卫生所,5
宣城,5
肃州,5
德厚镇,5
共和县,5
莲花池,5
区桂林,5
康怡,5
泸州市龙马潭区石洞镇,5
龙塘,5
杨店乡,5
莫力达瓦达斡尔族自治旗库如奇乡,5
溧水,5
街道五,5
实验小学,5
区妇幼保健站,5
矿业有限公司医院,5
莫力达瓦达斡尔族自治旗汉,5
马山县永州,5
朔州市,5
三里村卫生室,5
任丘青塔乡,5
臧村,5
河湾村,5
下村卫生,5
平舆县,5
磁,5
慈爱,5
涉城镇,5
鲤城区,5
中国人民,5
华路,5
县常,5
哈溪镇,5
镇刘家,5
荫,5
塘社区,5
塔加乡,5
区谢庄乡谢庄村,5
有限公司盘龙,5
洋县黄,5
军山,5
新华彝族苗族乡,5
湾街道,5
市廖屯镇,5
乌拉特,5
市壶天,5
良繁,5
茂林,5
拜博,5
丁集镇,5
都坪镇,5
尤溪县城关镇,5
镇两路口,5
横店,5
溧阳,5
麦积区,5
河镇李,5
市达斡尔,5
普陀区虾峙镇,5
路边村,5
镇黄土,5
博士,5
六枝,5
岭镇炭山,5
克孜勒希力克乡,5
天祝藏族自治县炭山,5
零口,5
霍尔果斯市,5
屈原管理区黄金,5
埔上,5
科尔沁左翼后旗甘旗卡镇孟根达坝,5
无量山镇,5
镇三多,5
塔子,5
合肥经开,5
中国石油天然气集团公司,5
哈拉乌苏,5
医疗服务有限责任公司,5
镇金鼓,5
航运公司,5
朱建,5
个体中西医诊所,5
南宫,5
区仇桥镇,5
安溪县大坪乡,5
子镇新,5
南路口腔诊所,5
耒阳市导子乡,5
尤溪,5
查金台牧场,5
科尔沁左翼后旗双胜镇,5
北方,5
凤山,5
片区,5
涪江,5
林口镇,5
右江,5
科尔沁左翼后旗金宝屯镇,5
常德经济技术开发区石门,5
坳上,5
镇长潮,5
三岔口,5
涪西,5
瑶海,5
县代溪镇,5
县箕城镇,5
嫩江县白云乡,5
陕,5
枣阳市,5
霞拔乡,5
洪雅,5
县云竹,5
屏山县鸭池乡,5
区捞刀河街道,5
里街,5
潍坊市寒亭,5
镇车,5
法库县三面船镇,5
壤塘,5
西辛庄村,5
镇吴家庄村卫生室,5
县城区,5
法库县双台子乡,5
厚禄,5
城东街道社区卫生服务中心,5
牛佛镇,5
马家店,5
元宝山区,5
原阳县葛埠口,5
芙蓉区,5
南关街,5
新昌县双彩,5
高塘镇,5
新寨村卫生所,5
美年大健康综合门诊部,5
城关社区卫生服务站,5
州区辛庄,5
乐清市淡溪镇,5
电厂,5
区潦河坡镇,5
泾河,5
六组卫生室,5
杭州市江干区人民医院,5
乐居,5
英中西医诊所,5
赣州经济技术开发区,5
众安,5
潞灌,5
浏阳市北盛镇,5
北漳淮,5
贵港市,5
苏家屯,5
街道办事处三,5
屏山乡,5
良茂,5
康士健康产业有限公司,5
大连经济技术开发区,5
徽县伏镇,5
附属医院,5
金鸡,5
白兔乡,5
泰和县马,5
鄂温克,5
镇六合,5
鲁史,5
马山县乔利,5
一路药店中医坐堂医诊所,5
浮梁,5
心卫生室,5
四川德仁堂药业连锁有限公司武侯,5
兴义市猪场坪乡,5
玉水,5
北京路,5
浏阳,5
溪尾乡,5
秭归县杨林,5
有限公司成华,5
鄂尔多斯,5
龙扬,5
堂传统中医诊所,5
蚂蚁堆乡,5
医疗门诊,5
四铺村,5
仁厚,5
行政中心,5
仁德堂诊所,5
李明诊所,5
神头镇,5
县红十字医院,5
银行,5
里店镇,5
里镇前,5
离职干部休养,5
严枫喜中医皮肤,5
沧县纸房,5
阿鲁科尔沁旗乌兰哈达,5
镇三溪村卫生室,5
陀,5
水观,5
沧县汪家铺乡,5
嘉园,5
阿鹿,5
河分室,5
坡妹镇,5
区朱家房,5
霞浦街道社区卫生服务中心,5
任丘新华路办事处,5
徽县城关镇先农,5
有限公司武侯,5
北路中医诊所,5
石头咀,5
长坡,5
武功县苏坊镇,5
桥镇史,5
化机,5
丁司垱镇,5
办事处大,5
金辰街道,5
科学研究所,5
庄村第一卫生所,5
大田县上京,5
莱州市柞村,5
阳堡镇后,5
自来水,5
灵山村卫生室,5
沟村第三卫生室,5
沧县高,5
龙泉社区卫生服务站,5
二环路,5
德义,5
何湾镇,5
昔阳县,5
校医务室,5
县官亭镇,5
区石芫乡,5
榔坪镇长丰村卫生室,5
荆家庄乡,5
阳县府城镇,5
区万德,5
昌图县三江口镇大王,5
布尔津县,5
南岗乡,5
鄱阳县枧田,5
长汀县古城镇,5
崇州崇阳,5
欣诊所,5
复康,5
洪水泉乡,5
张庄乡,5
市广宁乡,5
芳华,5
美年,5
华山村卫生所,5
青龙镇,5
菏泽高新技术产业开发区马岭岗镇,5
喀喇沁左翼蒙古族自治县白塔子镇大,5
县牌坊回族满族乡,5
阳驿乡,5
坪街道办事处,5
县城北,5
安堂药业零售连锁有限公司,5
汝城县卢,5
草桥镇,5
交河镇,5
高新区马,5
四坪村卫生室,5
科技有限责任公司,5
岭子,5
邢台县太子井乡,5
北董,5
曲沃,5
镇冯,5
广水市广水,5
高勒,5
县长临河镇,5
黄岭,5
艳芳诊所,5
凤凰街道办事处,5
区樟湖镇,5
公安监管场,5
定远寨镇千户营村卫生室,5
源矿业有限公司医院,5
西路口腔门诊部,5
王集,5
区响石岭街道,5
市下湾镇邓明,5
玉井乡,5
菏泽高新区吕陵镇,5
服务中心卫生室,5
镇先进村卫生室,5
邦,5
水寨村卫生室,5
稀土高新区稀土路街道办事处南壕村,5
街道红,5
唐明,5
坂上,5
西和县十里乡刘集,5
塔勒德,5
张汪,5
河沿,5
六安市,5
北路药店中医坐堂医诊所,5
双庙,5
李天,5
王星辰健康药房连锁有限公司,5
舟,5
中医药研究所,5
蔚县常宁乡,5
雄县乌峰镇,5
刘氏中医诊所,5
云田,5
医学检验中心,5
策勒,5
蔚县桃花,5
大庆市第四,5
镇罗汉,5
延津县马庄乡,5
大庆市第二,5
木林,5
渡乡,5
赵目连,5
草尾镇,5
第八师石河子总场泉水地社区,5
乡柏,5
博雅,5
滦县东,5
同泰,5
志军诊所,5
康泰口腔诊所,5
泾渭,5
计生服务,5
雾渡河镇,5
深井村卫生室,5
英巴扎街道办事处,5
临邑,5
泸县喻寺镇古,5
诚意诊所,5
孙国,5
固始县,5
威信,5
北关街道,5
察雅,5
古城街,5
花园小区,5
复兴村卫生所,5
延寿县,5
巨野县永丰,5
会盟镇,5
岩村卫生所,5
县青坨营镇,5
大板,5
潞城市微子镇,5
钟楼,5
蓝田县普化,5
塔山乡,5
技师学院,5
沛城,5
扎,5
道河村卫生所,5
磴口,5
医疗管理有限公司灞桥,5
杏子铺镇,5
丰宁满族自治县大阁,5
地社区卫生服务站,5
太子,5
崔家,5
营子乡,5
安岳县偏岩乡,5
爱德,5
燕子,5
三都县,5
蓝田县焦岱,5
孟津县常袋镇,5
土默特右旗萨拉齐,5
咸新区沣东,5
石河,5
双石,5
成都市龙泉驿区,5
珊瑚乡,5
保元,5
青得里,5
田墩村,5
寻甸,5
川县,5
蓝田县,5
衙下,5
泸县太伏镇新,5
镇冷水,5
街道社区卫生室,5
小庄村卫生所,5
湖北航天,5
赵庄村,5
角美,5
坡村卫生站,5
石洞,5
俊中医诊所,5
12,5
国中西医诊所,5
大罗,5
子村第三卫生室,5
水屯镇,5
犍为县芭沟镇,5
盐山,5
盐亭县黄,5
产业园区,5
沛县栖山镇,5
三角塘镇,5
明达,5
安徽美迪格,5
侯庄村卫生室,5
恒丰,5
双林,5
